1, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
1633, forest, terralith:lavender_valley, MONSTER, minecraft:spider, 80, 4, 4
1634, forest, terralith:lavender_valley, MONSTER, minecraft:zombie, 80, 16, 32
1635, forest, terralith:lavender_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
1636, forest, terralith:lavender_valley, MONSTER, minecraft:skeleton, 80, 4, 4
1637, forest, terralith:lavender_valley, MONSTER, minecraft:creeper, 80, 4, 4
1638, forest, terralith:lavender_valley, MONSTER, minecraft:slime, 80, 4, 4
1639, forest, terralith:lavender_valley, MONSTER, minecraft:enderman, 5, 1, 4
1640, forest, terralith:lavender_valley, MONSTER, minecraft:witch, 5, 1, 1
1641, forest, terralith:lavender_valley, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1642, forest, terralith:lavender_valley, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1643, forest, terralith:lavender_valley, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1644, forest, terralith:lavender_valley, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1645, forest, terralith:lavender_valley, CREATURE, minecraft:sheep, 12, 8, 8
1646, forest, terralith:lavender_valley, CREATURE, minecraft:pig, 10, 8, 8
1647, forest, terralith:lavender_valley, CREATURE, minecraft:chicken, 10, 8, 8
1648, forest, terralith:lavender_valley, CREATURE, minecraft:cow, 10, 8, 8
1649, forest, terralith:lavender_valley, CREATURE, minecraft:rabbit, 10, 2, 3
1650, forest, terralith:lavender_valley, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1651, forest, terralith:lavender_valley, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1652, forest, terralith:lavender_valley, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1653, forest, terralith:lavender_valley, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1654, forest, terralith:lavender_valley, AMBIENT, minecraft:bat, 10, 8, 8
1655, forest, terralith:lavender_valley, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1656, forest, terralith:lavender_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1657, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1658, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 16, 32
1659, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1660, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1661, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1662, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1663, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1664, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1665, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1666, ocean, minecraft:lukewarm_ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1667, ocean, minecraft:lukewarm_ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1668, ocean, minecraft:lukewarm_ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1669, ocean, minecraft:lukewarm_ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1670, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1671, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1672, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1673, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1674, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1675, ocean, minecraft:lukewarm_ocean, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1676, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1677, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
1678, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1679, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1680, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
1681, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1682, none, minecraft:lush_caves, MONSTER, minecraft:spider, 80, 4, 4
1683, none, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 16, 32
1684, none, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1685, none, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1686, none, minecraft:lush_caves, MONSTER, minecraft:creeper, 80, 4, 4
1687, none, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
1688, none, minecraft:lush_caves, MONSTER, minecraft:enderman, 5, 1, 4
1689, none, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
1690, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1691, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1692, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1693, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1694, none, minecraft:lush_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1695, none, minecraft:lush_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1696, none, minecraft:lush_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1697, none, minecraft:lush_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1698, none, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
1699, none, minecraft:lush_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1700, none, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
1701, none, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1702, none, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1703, none, terralith:lush_desert, MONSTER, minecraft:spider, 80, 4, 4
1704, none, terralith:lush_desert, MONSTER, minecraft:zombie, 19, 4, 4
1705, none, terralith:lush_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
1706, none, terralith:lush_desert, MONSTER, minecraft:skeleton, 80, 4, 4
1707, none, terralith:lush_desert, MONSTER, minecraft:creeper, 80, 4, 4
1708, none, terralith:lush_desert, MONSTER, minecraft:slime, 80, 4, 4
1709, none, terralith:lush_desert, MONSTER, minecraft:enderman, 5, 1, 4
1710, none, terralith:lush_desert, MONSTER, minecraft:witch, 5, 1, 1
1711, none, terralith:lush_desert, MONSTER, minecraft:husk, 80, 4, 4
1712, none, terralith:lush_desert, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1713, none, terralith:lush_desert, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1714, none, terralith:lush_desert, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1715, none, terralith:lush_desert, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1716, none, terralith:lush_desert, CREATURE, minecraft:rabbit, 10, 2, 3
1717, none, terralith:lush_desert, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1718, none, terralith:lush_desert, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1719, none, terralith:lush_desert, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1720, none, terralith:lush_desert, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1721, none, terralith:lush_desert, AMBIENT, minecraft:bat, 10, 8, 8
1722, none, terralith:lush_desert, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1723, none, terralith:lush_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1724, forest, terralith:lush_valley, MONSTER, minecraft:spider, 80, 4, 4
1725, forest, terralith:lush_valley, MONSTER, minecraft:zombie, 80, 16, 32
1726, forest, terralith:lush_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
1727, forest, terralith:lush_valley, MONSTER, minecraft:skeleton, 80, 4, 4
1728, forest, terralith:lush_valley, MONSTER, minecraft:creeper, 80, 4, 4
1729, forest, terralith:lush_valley, MONSTER, minecraft:slime, 80, 4, 4
1730, forest, terralith:lush_valley, MONSTER, minecraft:enderman, 5, 1, 4
1731, forest, terralith:lush_valley, MONSTER, minecraft:witch, 5, 1, 1
1732, forest, terralith:lush_valley, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1733, forest, terralith:lush_valley, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1734, forest, terralith:lush_valley, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1735, forest, terralith:lush_valley, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1736, forest, terralith:lush_valley, CREATURE, minecraft:sheep, 12, 8, 8
1737, forest, terralith:lush_valley, CREATURE, minecraft:pig, 10, 8, 8
1738, forest, terralith:lush_valley, CREATURE, minecraft:chicken, 10, 8, 8
1739, forest, terralith:lush_valley, CREATURE, minecraft:cow, 10, 8, 8
1740, forest, terralith:lush_valley, CREATURE, minecraft:wolf, 10, 4, 4
1741, forest, terralith:lush_valley, CREATURE, minecraft:rabbit, 10, 2, 3
1742, forest, terralith:lush_valley, CREATURE, minecraft:fox, 10, 2, 4
1743, forest, terralith:lush_valley, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1744, forest, terralith:lush_valley, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1745, forest, terralith:lush_valley, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1746, forest, terralith:lush_valley, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1747, forest, terralith:lush_valley, AMBIENT, minecraft:bat, 10, 8, 8
1748, forest, terralith:lush_valley, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1749, forest, terralith:lush_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1750, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:spider, 80, 4, 4
1751, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie, 80, 16, 32
1752, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
1753, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1754, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:creeper, 80, 4, 4
1755, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 80, 4, 4
1756, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:enderman, 5, 1, 4
1757, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:witch, 5, 1, 1
1758, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 10, 1, 1
1759, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1760, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1761, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1762, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1763, swamp, minecraft:mangrove_swamp, CREATURE, minecraft:frog, 10, 2, 5
1764, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1765, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1766, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1767, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1768, swamp, minecraft:mangrove_swamp, AMBIENT, minecraft:bat, 10, 8, 8
1769, swamp, minecraft:mangrove_swamp, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1770, swamp, minecraft:mangrove_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1771, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1772, plains, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
1773, plains, minecraft:meadow, MONSTER, minecraft:zombie, 80, 16, 32
1774, plains, minecraft:meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
1775, plains, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
1776, plains, minecraft:meadow, MONSTER, minecraft:creeper, 80, 4, 4
1777, plains, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
1778, plains, minecraft:meadow, MONSTER, minecraft:enderman, 5, 1, 4
1779, plains, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
1780, plains, minecraft:meadow, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1781, plains, minecraft:meadow, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1782, plains, minecraft:meadow, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1783, plains, minecraft:meadow, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1784, plains, minecraft:meadow, CREATURE, minecraft:donkey, 10, 1, 2
1785, plains, minecraft:meadow, CREATURE, minecraft:rabbit, 10, 2, 6
1786, plains, minecraft:meadow, CREATURE, minecraft:sheep, 10, 2, 4
1787, plains, minecraft:meadow, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1788, plains, minecraft:meadow, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1789, plains, minecraft:meadow, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1790, plains, minecraft:meadow, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1791, plains, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
1792, plains, minecraft:meadow, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1793, plains, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1794, forest, terralith:mirage_isles, CREATURE, minecraft:sheep, 12, 4, 4
1795, forest, terralith:mirage_isles, CREATURE, minecraft:pig, 10, 4, 4
1796, forest, terralith:mirage_isles, CREATURE, minecraft:chicken, 10, 4, 4
1797, forest, terralith:mirage_isles, CREATURE, minecraft:cow, 10, 4, 4
1798, forest, terralith:mirage_isles, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1799, forest, terralith:mirage_isles, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1800, forest, terralith:mirage_isles, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1801, forest, terralith:mirage_isles, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1802, forest, terralith:mirage_isles, AMBIENT, minecraft:bat, 10, 8, 8
1803, forest, terralith:mirage_isles, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1804, forest, terralith:mirage_isles, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1805, forest, terralith:moonlight_grove, MONSTER, minecraft:spider, 80, 4, 4
1806, forest, terralith:moonlight_grove, MONSTER, minecraft:zombie, 80, 16, 32
1807, forest, terralith:moonlight_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
1808, forest, terralith:moonlight_grove, MONSTER, minecraft:skeleton, 80, 4, 4
1809, forest, terralith:moonlight_grove, MONSTER, minecraft:creeper, 80, 4, 4
1810, forest, terralith:moonlight_grove, MONSTER, minecraft:slime, 80, 4, 4
1811, forest, terralith:moonlight_grove, MONSTER, minecraft:enderman, 5, 1, 4
1812, forest, terralith:moonlight_grove, MONSTER, minecraft:witch, 5, 1, 1
1813, forest, terralith:moonlight_grove, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1814, forest, terralith:moonlight_grove, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1815, forest, terralith:moonlight_grove, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1816, forest, terralith:moonlight_grove, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1817, forest, terralith:moonlight_grove, CREATURE, minecraft:sheep, 12, 8, 8
1818, forest, terralith:moonlight_grove, CREATURE, minecraft:pig, 10, 8, 8
1819, forest, terralith:moonlight_grove, CREATURE, minecraft:chicken, 10, 8, 8
1820, forest, terralith:moonlight_grove, CREATURE, minecraft:cow, 10, 8, 8
1821, forest, terralith:moonlight_grove, CREATURE, minecraft:rabbit, 10, 2, 3
1822, forest, terralith:moonlight_grove, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1823, forest, terralith:moonlight_grove, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1824, forest, terralith:moonlight_grove, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1825, forest, terralith:moonlight_grove, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1826, forest, terralith:moonlight_grove, AMBIENT, minecraft:bat, 10, 8, 8
1827, forest, terralith:moonlight_grove, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1828, forest, terralith:moonlight_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1829, forest, terralith:moonlight_valley, MONSTER, minecraft:spider, 80, 4, 4
1830, forest, terralith:moonlight_valley, MONSTER, minecraft:zombie, 80, 16, 32
1831, forest, terralith:moonlight_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
1832, forest, terralith:moonlight_valley, MONSTER, minecraft:skeleton, 80, 4, 4
1833, forest, terralith:moonlight_valley, MONSTER, minecraft:creeper, 80, 4, 4
1834, forest, terralith:moonlight_valley, MONSTER, minecraft:slime, 80, 4, 4
1835, forest, terralith:moonlight_valley, MONSTER, minecraft:enderman, 5, 1, 4
1836, forest, terralith:moonlight_valley, MONSTER, minecraft:witch, 5, 1, 1
1837, forest, terralith:moonlight_valley, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1838, forest, terralith:moonlight_valley, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1839, forest, terralith:moonlight_valley, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1840, forest, terralith:moonlight_valley, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1841, forest, terralith:moonlight_valley, CREATURE, minecraft:sheep, 12, 8, 8
1842, forest, terralith:moonlight_valley, CREATURE, minecraft:pig, 10, 8, 8
1843, forest, terralith:moonlight_valley, CREATURE, minecraft:chicken, 10, 8, 8
1844, forest, terralith:moonlight_valley, CREATURE, minecraft:cow, 10, 8, 8
1845, forest, terralith:moonlight_valley, CREATURE, minecraft:rabbit, 10, 2, 3
1846, forest, terralith:moonlight_valley, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1847, forest, terralith:moonlight_valley, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1848, forest, terralith:moonlight_valley, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1849, forest, terralith:moonlight_valley, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1850, forest, terralith:moonlight_valley, AMBIENT, minecraft:bat, 10, 8, 8
1851, forest, terralith:moonlight_valley, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1852, forest, terralith:moonlight_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1853, none, terralith:mountain_steppe, MONSTER, minecraft:spider, 80, 4, 4
1854, none, terralith:mountain_steppe, MONSTER, minecraft:zombie, 80, 16, 32
1855, none, terralith:mountain_steppe, MONSTER, minecraft:zombie_villager, 10, 1, 1
1856, none, terralith:mountain_steppe, MONSTER, minecraft:skeleton, 80, 4, 4
1857, none, terralith:mountain_steppe, MONSTER, minecraft:creeper, 80, 4, 4
1858, none, terralith:mountain_steppe, MONSTER, minecraft:slime, 80, 4, 4
1859, none, terralith:mountain_steppe, MONSTER, minecraft:enderman, 5, 1, 4
1860, none, terralith:mountain_steppe, MONSTER, minecraft:witch, 5, 1, 1
1861, none, terralith:mountain_steppe, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1862, none, terralith:mountain_steppe, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1863, none, terralith:mountain_steppe, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1864, none, terralith:mountain_steppe, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1865, none, terralith:mountain_steppe, CREATURE, minecraft:sheep, 12, 8, 8
1866, none, terralith:mountain_steppe, CREATURE, minecraft:pig, 10, 8, 8
1867, none, terralith:mountain_steppe, CREATURE, minecraft:chicken, 10, 8, 8
1868, none, terralith:mountain_steppe, CREATURE, minecraft:cow, 10, 8, 8
1869, none, terralith:mountain_steppe, CREATURE, minecraft:horse, 10, 2, 6
1870, none, terralith:mountain_steppe, CREATURE, minecraft:donkey, 10, 1, 3
1871, none, terralith:mountain_steppe, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1872, none, terralith:mountain_steppe, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1873, none, terralith:mountain_steppe, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1874, none, terralith:mountain_steppe, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1875, none, terralith:mountain_steppe, AMBIENT, minecraft:bat, 10, 8, 8
1876, none, terralith:mountain_steppe, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1877, none, terralith:mountain_steppe, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1878, none, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
1879, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1880, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1881, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1882, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1883, none, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
1884, none, minecraft:mushroom_fields, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1885, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1886, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
1887, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
1888, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
1889, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
1890, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
1891, nether, minecraft:nether_wastes, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1892, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
1893, nether, minecraft:nether_wastes, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1894, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1895, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 16, 32
1896, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1897, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1898, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
1899, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
1900, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
1901, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1902, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
1903, ocean, minecraft:ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1904, ocean, minecraft:ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1905, ocean, minecraft:ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1906, ocean, minecraft:ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1907, ocean, minecraft:ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1908, ocean, minecraft:ocean, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1909, ocean, minecraft:ocean, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1910, ocean, minecraft:ocean, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1911, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1912, ocean, minecraft:ocean, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1913, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1914, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1915, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1916, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1917, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
1918, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 16, 32
1919, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1920, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1921, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
1922, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
1923, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
1924, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
1925, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1926, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1927, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1928, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1929, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
1930, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
1931, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
1932, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 10, 4, 4
1933, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1934, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1935, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1936, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1937, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
1938, forest, minecraft:old_growth_birch_forest, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
1939, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1940, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
1941, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 16, 32
1942, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
